N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Down,StronUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,,PC,Clear,Clear,,Strong,Other,,,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,May15_Jun14,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,PartInhibit,Weak,Slight,,SVR,SVR,SVR,LowNHighS,ModerateOrLe,VeryMoist,Steep,OtherRapid,MoistMDryL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,DenvCyclone
WeakUp,StronUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,,Strong,Marked,LittleChange,LittleChange,WeakPos,,SIG,May15_Jun14,E,CThruK,PartInhibit,Average,Average,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Strong,,E,SVR,SVR,SVR,LowNHighS,CloseToDryAd,Dry,Steep,OtherRapid,MoistMDryL,Other,LittleChange,Other,SWQuad,LVorOther,LV
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Dry,Wet,Dry,Neutral,PC,PC,PC,PC,,,Westerly,,,,,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Moderate,,C,XNIL,XNIL,XNIL,LowAtStation,ModerateOrLe,Dry,Steep,OtherRapid,Other,,PosToNeg,,NWQuad,LVorOther,WidespdDnsl
Neutral,Neutral,,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,Clear,Clear,Clear,Clear,,,Other,,Weak,Weak,,LittleChange,LittleChange,Neutral,Increasing,XNIL,Jun15_Jul1,B,AB,Stifling,Average,Average,ABI,N5GtLIGt_8,Stability,Average,Average,B,PartInhibit,Unfavorable,,B,XNIL,XNIL,XNIL,LowSHighN,ModerateOrLe,Average,Steep,NoMajor,Other,DenvCyclone,LittleChange,Other,SWQuad,LVorOther,SEQuad
Down,Down,Down,Down,Down,Dry,Wet,VeryWet,Wet,Cloudy,PC,Cloudy,Cloudy,,Weak,Westerly,,Weak,,Some,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul2_Jul15,B,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Instability,Average,LessUnstable,B,,Weak,,B,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,Other,SWQuad,Westerly,SEQuad
StrongUp,WeakUp,,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,Weak,,,,,,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Aug11_Aug20,E,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,Average,ACEFK,,Weak,Slight,E,XNIL,XNIL,SIG,HighEvrywher,Steep,Average,Steep,NoMajor,Other,DryLine,SigNegative,,,Westerly,WidespdDnsl
WeakUp,StronUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,,PC,PC,PC,PC,Strong,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,May15_Jun14,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,,Instability,Average,MoreUnstable,ACEFK,PartInhibit,Unfavorable,,C,SVR,SVR,SVR,Other,Steep,,Steep,StrongFront,Other,E_W_S,LittleChange,Other,AllElse,Westerly,LongAnticyc
Neutral,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Dry,Neutral,Neutral,PC,PC,Cloudy,Cloudy,,,Westerly,,,,,,Decreasing,StrongPos,Decreasing,XNIL,Jul2_Jul15,K,CThruK,PartInhibit,Average,,K,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,,Moderate,K,XNIL,XNIL,XNIL,LowNHighS,Stable,Dry,Steep,StrongFront,,DenvCyclone,NegToPos,QStationary,AllElse,Westerly,WidespdDnsl
WeakUp,Down,Neutral,Down,Down,,,VeryWet,Wet,Clear,PC,PC,PC,,Weak,StrongWest,Strong,,Strong,,DecCapIncIns,Decreasing,,Increasing,SIG,Aug11_Aug20,G,CThruK,,Average,LessThanAve,G,N5GtLIGt_8,Neutral,Average,Average,GJ,PartInhibit,Moderate,Moderate,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,DryLine,NegToPos,,SWQuad,Westerly,LV
Down,Neutral,Neutral,Down,Down,Dry,VeryWet,Neutral,Dry,Clear,PC,Clear,Clear,Strong,,Westerly,Strong,Weak,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,SIG,Jun15_Jul1,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,Slight,E,XNIL,XNIL,SIG,LowMtsHighPl,CloseToDryAd,Dry,ModerateOrLe,NoMajor,MoistMDryL,DryLine,NegToPos,,AllElse,Westerly,LV
StrongUp,Neutral,Neutral,WeakUp,,Dry,,Neutral,Dry,PC,Clear,Clear,Clear,,Weak,DCVZFavor,Weak,Weak,Strong,,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,F,CThruK,PartInhibit,Average,MoreThanAve,F,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,,F,XNIL,XNIL,XNIL,HighEvrywher,Steep,VeryMoist,,NoMajor,Other,Other,SigPositive,,AllElse,LVorOther,LV
WeakUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,,Strong,Marked,DecCapIncIns,Decreasing,WeakPos,Increasing,SVR,Aug11_Aug20,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,ACEFK,,Strong,Strong,C,SVR,SVR,,LowAtStation,CloseToDryAd,Average,CloseToDryAd,OtherRapid,MoistMDryL,E_W_N,LittleChange,Other,NWQuad,Westerly,LongAnticyc
Neutral,Neutral,Down,Neutral,Neutral,Dry,Wet,Neutral,Neutral,Cloudy,Clear,,,Strong,Strong,DCVZFavor,,,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,,Jun15_Jul1,E,CThruK,,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,Average,ACEFK,,Moderate,Moderate,E,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,NoMajor,MoistMDryL,,LittleChange,Moving,SWQuad,LVorOther,LV
,Down,,Down,Down,Dry,Wet,VeryWet,Wet,PC,Cloudy,Cloudy,PC,Strong,Strong,StrongWest,Strong,,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SVR,May15_Jun14,I,CThruK,,LessThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,,HI,PartInhibit,Strong,Slight,I,XNIL,XNIL,SVR,LowSHighN,Steep,Dry,Steep,NoMajor,Other,E_W_S,PosToNeg,QStationary,LV,,
Down,StronUp,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,Clear,PC,Clear,,,Weak,StrongWest,Weak,Weak,Weak,,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul2_Jul15,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,GJ,Stifling,Unfavorable,,J,SVR,SVR,SVR,LowAtStation,Steep,Average,Steep,NoMajor,MoistMDryL,DenvCyclone,,Moving,LV,LVorOther,LV
Neutral,Neutral,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,Aug20_Sep15,G,CThruK,PartInhibit,Average,Average,G,N5GtLIGt_8,Stability,Average,MoreUnstable,GJ,PartInhibit,Unfavorable,,G,XNIL,XNIL,SIG,LowEvrywhere,,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,Other,LittleChange,QStationary,NWQuad,Westerly,WidespdDnsl
StrongUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,,Clear,,Clear,,,Westerly,,,,,LittleChange,LittleChange,StrongPos,Increasing,XNIL,Aug20_Sep15,B,AB,TotalInhibit,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,,B,Stifling,Moderate,,B,SIG,SIG,SIG,,Steep,VeryMoist,Steep,StrongFront,DryMMoistL,DenvCyclone,PosToNeg,Other,LV,LVorOther,DenvCyclone
Down,Neutral,Down,Down,Down,Wet,Wet,Wet,Neutral,Clear,PC,Clear,Clear,Strong,Strong,StrongWest,Strong,,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Jun15_Jul1,C,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,C,,SIG,SVR,LowEvrywhere,CloseToDryAd,,,MarkedUpper,DryMMoistL,,SigNegative,Other,NWQuad,Westerly,LongAnticyc
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,PC,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,Weak,,Some,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Aug20_Sep15,E,CThruK,PartInhibit,LessThanAve,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,,,,E,XNIL,SIG,SIG,LowEvrywhere,Steep,Average,,NoMajor,MoistMDryL,DryLine,SigPositive,,AllElse,LVorOther,LV
StrongUp,WeakUp,StrongUp,StrongUp,StrongUp,VeryWet,VeryWet,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Weak,Weak,DCVZFavor,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Jun15_Jul1,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,GJ,Stifling,Unfavorable,,J,SIG,SIG,SIG,LowNHighS,Steep,Average,Steep,StrongFront,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
Neutral,Down,WeakUp,Neutral,Neutral,Dry,Wet,Dry,Dry,,Cloudy,PC,Clear,,,Westerly,,Weak,Strong,,DecCapIncIns,Decreasing,,,XNIL,,J,CThruK,PartInhibit,MoreThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,GJ,PartInhibit,Weak,,J,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,CloseToDryAd,,DryMMoistL,DryLine,LittleChange,,LV,LVorOther,SEQuad
WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,,PC,PC,PC,PC,Weak,Strong,Other,Weak,,Weak,,LittleChange,LittleChange,Neutral,LittleChange,SIG,Aug20_Sep15,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Instability,MoreUnstable,MoreUnstable,GJ,,Weak,Slight,J,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,CloseToDryAd,NoMajor,Other,DryLine,LittleChange,,LV,LVorOther,LV
Neutral,Neutral,StrongUp,WeakUp,WeakUp,Wet,Wet,Wet,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,SIG,Jun15_Jul1,B,AB,PartInhibit,LessThanAve,Average,ABI,N5GtLIGt_8,Neutral,Average,MoreUnstable,B,PartInhibit,Weak,Slight,B,SVR,,SVR,LowNHighS,ModerateOrLe,Dry,Steep,NoMajor,Other,,NegToPos,Other,AllElse,LVorOther,
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,VeryWet,VeryWet,Clear,Clear,Clear,Clear,,Weak,,,Strong,Weak,Some,IncCapDecIns,,WeakPos,Increasing,SIG,May15_Jun14,H,CThruK,Stifling,Average,MoreThanAve,H,LILt_8,Instability,Average,MoreUnstable,,TotalInhibit,Moderate,Moderate,H,SIG,SIG,SIG,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_N,SigNegative,,AllElse,LVorOther,E_NE
Neutral,WeakUp,Down,Neutral,Neutral,Neutral,Wet,Neutral,Wet,PC,Clear,,PC,Weak,Weak,Other,,,,,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,K,CThruK,Stifling,MoreThanAve,MoreThanAve,K,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,,Weak,Strong,K,XNIL,SIG,SIG,Other,ModerateOrLe,Dry,,StrongFront,,E_W_N,PosToNeg,Moving,,Westerly,DenvCyclone
Down,StronUp,,WeakUp,WeakUp,,Dry,Dry,Dry,Clear,PC,PC,PC,,,StrongWest,,,Weak,,DecCapIncIns,Decreasing,WeakPos,Increasing,XNIL,Jul2_Jul15,I,CThruK,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,HI,,Unfavorable,,I,SVR,SVR,SVR,LowSHighN,ModerateOrLe,,CloseToDryAd,NoMajor,Other,E_W_S,LittleChange,QStationary,LV,Westerly,DenvCyclone
Down,Neutral,Neutral,Down,Down,Neutral,Neutral,Neutral,,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Strong,,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,C,CThruK,,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,,Moderate,Strong,C,SIG,SVR,SVR,LowEvrywhere,Steep,Dry,ModerateOrLe,OtherRapid,Other,E_W_N,SigPositive,QStationary,NWQuad,Westerly,WidespdDnsl
Neutral,WeakUp,Down,Down,Down,Dry,Dry,Dry,Dry,PC,Cloudy,PC,PC,Strong,Strong,DCVZFavor,Strong,,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul2_Jul15,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,HI,Stifling,Moderate,Slight,H,XNIL,XNIL,SVR,LowMtsHighPl,Stable,Average,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_S,SigPositive,QStationary,LV,LVorOther,SEQuad
WeakUp,Down,StrongUp,WeakUp,WeakUp,Dry,Dry,Neutral,Neutral,PC,PC,PC,PC,,Weak,StrongWest,Strong,Weak,Strong,Some,IncCapDecIns,Increasing,Neutral,LittleChange,XNIL,Aug20_Sep15,B,AB,PartInhibit,Average,MoreThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,B,Stifling,Strong,Moderate,B,XNIL,XNIL,XNIL,LowAtStation,Steep,VeryMoist,CloseToDryAd,NoMajor,DryMMoistL,,PosToNeg,Other,NWQuad,LVorOther,DenvCyclone
WeakUp,Down,StrongUp,Down,Down,VeryWet,Wet,VeryWet,VeryWet,PC,PC,PC,PC,Weak,Weak,DCVZFavor,Strong,,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Aug11_Aug20,K,CThruK,PartInhibit,Average,MoreThanAve,K,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Moderate,Moderate,K,XNIL,XNIL,SIG,Other,Stable,Dry,Steep,StrongFront,DryMMoistL,MovingFtorOt,SigPositive,,SWQuad,Westerly,DenvCyclone
Down,StronUp,Down,Down,Down,Dry,Wet,Wet,Wet,PC,PC,PC,,Strong,Strong,Westerly,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,May15_Jun14,E,CThruK,,LessThanAve,Average,CDEJ,LILt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,,Unfavorable,Slight,E,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Dry,CloseToDryAd,NoMajor,MoistMDryL,DenvCyclone,PosToNeg,Other,AllElse,Westerly,WidespdDnsl
Neutral,Neutral,WeakUp,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,PC,Clear,PC,PC,Weak,,StrongWest,Strong,,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SIG,Jul16_Aug10,J,CThruK,,LessThanAve,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,GJ,,Moderate,Strong,J,,SIG,SIG,LowMtsHighPl,ModerateOrLe,Dry,CloseToDryAd,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,SEQuad
StrongUp,Down,Neutral,Down,Down,Wet,Wet,Neutral,Neutral,PC,Clear,Clear,Clear,,,Westerly,,,,,IncCapDecIns,Increasing,StrongPos,Increasing,,Jul2_Jul15,B,,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,Average,,PartInhibit,,Moderate,B,SVR,SVR,SVR,HighEvrywher,Stable,,Steep,NoMajor,Other,,NegToPos,QStationary,AllElse,Westerly,DenvCyclone
Neutral,Down,WeakUp,Down,Down,,Dry,Dry,Dry,Clear,PC,PC,Clear,Weak,Strong,Other,,Weak,Weak,,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,LessUnstable,,,Unfavorable,Slight,B,XNIL,XNIL,SIG,HighEvrywher,CloseToDryAd,Average,Steep,MarkedUpper,DryMMoistL,DenvCyclone,PosToNeg,Other,NWQuad,LVorOther,DenvCyclone
StrongUp,StronUp,Neutral,Neutral,Neutral,Dry,Dry,VeryWet,Wet,PC,PC,Cloudy,Cloudy,Strong,Strong,Other,,Strong,Strong,Some,LittleChange,,WeakPos,Increasing,SVR,Aug20_Sep15,F,CThruK,PartInhibit,MoreThanAve,MoreThanAve,F,N1GtLIGt_4,,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,,F,XNIL,,SVR,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,Other,DenvCyclone,LittleChange,,LV,LVorOther,E_NE
Down,StronUp,Neutral,Down,Down,Wet,Wet,Wet,Wet,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,,Strong,Marked,LittleChange,LittleChange,WeakPos,LittleChange,,Jul16_Aug10,B,AB,PartInhibit,Average,Average,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,Stifling,Weak,Slight,B,XNIL,XNIL,SVR,LowMtsHighPl,ModerateOrLe,Average,ModerateOrLe,NoMajor,Other,DenvCyclone,LittleChange,Other,LV,LVorOther,DenvCyclone
Down,Neutral,Down,Down,Down,Neutral,,Wet,Dry,PC,Cloudy,PC,PC,Weak,Strong,DCVZFavor,Weak,,Strong,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Jul16_Aug10,E,CThruK,,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Strong,E,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,Average,ModerateOrLe,NoMajor,MoistMDryL,Other,LittleChange,,SWQuad,Westerly,
Down,Neutral,Down,Down,Down,Dry,VeryWet,VeryWet,Wet,PC,Clear,Clear,Clear,Strong,Strong,Other,,,Weak,Marked,LittleChange,LittleChange,Negative,LittleChange,SVR,Jul16_Aug10,D,,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,,Unfavorable,,D,XNIL,XNIL,,LowSHighN,CloseToDryAd,Average,Steep,OtherRapid,DryMMoistL,DryLine,NegToPos,Moving,NWQuad,Westerly,WidespdDnsl
StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,Wet,PC,Clear,Clear,,Strong,Strong,DCVZFavor,Strong,,Weak,Marked,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Jul16_Aug10,D,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,Average,Average,D,,Weak,Moderate,D,SVR,SVR,SVR,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,,,DryLine,SigNegative,Other,AllElse,Westerly,SEQuad
StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Wet,Neutral,Wet,,PC,PC,Cloudy,Weak,Strong,DCVZFavor,Weak,,,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Jul16_Aug10,A,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,TotalInhibit,Weak,,A,SIG,SIG,SVR,Other,,Average,ModerateOrLe,OtherRapid,Other,DenvCyclone,SigNegative,Other,SWQuad,Westerly,DenvCyclone
Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Dry,,Dry,Clear,PC,PC,PC,Strong,Strong,Other,Weak,,Weak,Some,LittleChange,LittleChange,Neutral,Increasing,SVR,Jun15_Jul1,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Neutral,Average,MoreUnstable,,Stifling,Unfavorable,Slight,K,XNIL,XNIL,SVR,LowNHighS,Stable,Average,ModerateOrLe,StrongFront,Other,MovingFtorOt,SigPositive,,NWQuad,LVorOther,LongAnticyc
,Down,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Dry,PC,Clear,PC,PC,,,Westerly,,,Weak,,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Aug11_Aug20,H,CThruK,PartInhibit,Average,Average,H,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,HI,,Moderate,,H,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,MovingFtorOt,NegToPos,Other,SWQuad,LVorOther,E_NE
Neutral,Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,B,AB,Stifling,Average,MoreThanAve,ABI,N5GtLIGt_8,Neutral,Average,Average,B,,Weak,Slight,B,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,Steep,NoMajor,Other,DenvCyclone,PosToNeg,,LV,LVorOther,DenvCyclone
WeakUp,Neutral,,StrongUp,StrongUp,VeryWet,Neutral,Neutral,Wet,PC,PC,Cloudy,Cloudy,Weak,Weak,DCVZFavor,Strong,,Weak,Some,IncCapDecIns,,Negative,LittleChange,SIG,May15_Jun14,A,AB,,Average,Average,ABI,N1GtLIGt_4,Neutral,Average,Average,ACEFK,PartInhibit,Weak,,A,SVR,SVR,SVR,LowAtStation,Stable,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,DenvCyclone,NegToPos,Other,SWQuad,Westerly,LV
Neutral,StronUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul2_Jul15,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,,Moderate,Strong,E,XNIL,XNIL,SVR,LowEvrywhere,Steep,Average,ModerateOrLe,NoMajor,MoistMDryL,DryLine,LittleChange,,SWQuad,LVorOther,DenvCyclone
Down,WeakUp,Down,Down,Down,VeryWet,Dry,Dry,Dry,PC,PC,PC,Clear,Strong,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jun15_Jul1,C,CThruK,PartInhibit,MoreThanAve,MoreThanAve,,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,,Weak,,C,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Average,,OtherRapid,Other,E_W_N,SigNegative,QStationary,AllElse,Westerly,LongAnticyc
Down,Down,Neutral,Down,Down,Wet,Dry,Dry,Dry,PC,PC,PC,Clear,,Weak,DCVZFavor,Weak,,,Some,,Increasing,Neutral,LittleChange,SIG,Aug20_Sep15,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,,Moderate,Strong,B,XNIL,XNIL,,LowAtStation,Steep,Dry,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_S,LittleChange,Other,,LVorOther,DenvCyclone
StrongUp,Neutral,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,PC,,,StrongWest,,Weak,,,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,I,,PartInhibit,Average,LessThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,HI,PartInhibit,,,,XNIL,XNIL,XNIL,LowSHighN,Steep,Dry,Steep,NoMajor,DryMMoistL,E_W_S,NegToPos,QStationary,AllElse,LVorOther,DenvCyclone
,Neutral,StrongUp,StrongUp,StrongUp,Dry,Neutral,Dry,Neutral,Clear,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,,Weak,Marked,IncCapDecIns,Increasing,Neutral,LittleChange,SVR,Jul16_Aug10,B,AB,PartInhibit,LessThanAve,,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,B,,Weak,Moderate,B,SVR,SVR,,LowNHighS,Steep,VeryMoist,Steep,NoMajor,DryMMoistL,E_W_N,PosToNeg,Other,AllElse,Westerly,
Neutral,Down,WeakUp,Down,Down,Neutral,Wet,Neutral,Neutral,PC,Clear,Clear,Clear,,Strong,Westerly,Strong,,Weak,Some,IncCapDecIns,Increasing,Neutral,LittleChange,SIG,Aug20_Sep15,I,CThruK,,LessThanAve,MoreThanAve,ABI,LILt_8,,MoreUnstable,,HI,,Moderate,Moderate,I,SIG,SIG,SIG,LowSHighN,Steep,,ModerateOrLe,,Other,E_W_S,LittleChange,QStationary,LV,Westerly,LV
Down,Neutral,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,Clear,Clear,Clear,,,Other,,Weak,,,IncCapDecIns,Increasing,Neutral,Increasing,XNIL,Jul16_Aug10,G,CThruK,TotalInhibit,,MoreThanAve,G,N1GtLIGt_4,Stability,Average,Average,GJ,,Moderate,Moderate,G,XNIL,XNIL,XNIL,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,DryLine,LittleChange,,NWQuad,LVorOther,LongAnticyc
